Image_ID,Image_Width,Image_Height,Number_of_Particles,Total_Particle_Area,Avg_Diameter_um,Std_Diameter_um,Min_Diameter_um,Max_Diameter_um,Pore_Area_Fraction,Particle_Area_Fraction,Aspect_Ratio_Avg,Aspect_Ratio_Std,Circularity_Avg,Circularity_Std,Elongation_Avg,Elongation_Std,Agglomeration_Degree,Grain_Boundary_Density,Fractal_Dimension,Particle_Sizes_List
SEM_011,345,408,155,65642,16.79,16.04,1.13,98.12,0.53,0.47,1.84,0.79,1.28,4.19,0.40,0.21,0.47,0.19,1.81,"[98.12358247275371, 5.641895835477563, 44.66728519397614, 6.180387232371033, 8.884866446580956, 34.503318308930474, 3.742410318509555, 5.170882945826411, 5.863230142835039, 1.9544100476116797, 6.770275002573076, 43.18907191682884, 5.641895835477563, 15.635280380893438, 18.643883600599406, 8.291859587312052, 20.310825007719227, 19.931149940667517, 25.40733061895184, 3.742410318509555, 9.772050238058398, 3.1915382432114616, 11.283791670955125, 5.753627391751592, 27.408234736913393, 4.370193722368317, 12.309163489997376, 14.183506197980657, 5.641895835477563, 39.38027127239512, 3.1915382432114616, 37.50906153094682, 14.138550439257221, 11.994835078277376, 17.186959427966244, 8.740387444736633, 26.462837142006137, 12.205286835384658, 11.888212206450685, 27.891743614073043, 13.159049284959082, 4.51351666838205, 6.955796338302048, 8.593479713983122, 10.217907939900583, 1.5957691216057308, 3.1915382432114616, 19.64157789116634, 12.309163489997376, 73.22302727202536, 3.5682482323055424, 7.046725639945928, 27.891743614073043, 37.03078435139837, 8.136857890256438, 22.140398025397776, 14.625465582862905, 8.368283871884005, 4.652426491681278, 42.52058505622813, 51.62257613806866, 5.292567428401227, 3.742410318509555, 6.180387232371033, 5.4115163798060095, 17.480774889473267, 3.5682482323055424, 31.513915099419602, 10.704744696916627, 27.982893345973448, 10.341765891652821, 26.318098569918163, 5.753627391751592, 7.046725639945928, 9.706684619910241, 7.735777827895049, 1.9544100476116797, 19.248706645328987, 10.464157913908982, 60.44995858881887, 1.9544100476116797, 7.735777827895049, 36.78931415579092, 45.444411554782334, 34.595450164018, 33.30152614317138, 12.100518486599809, 4.918490759365935, 1.9544100476116797, 18.677998695187732, 7.046725639945928, 10.524820207108489, 47.27087264912941, 15.430353037616328, 10.217907939900583, 3.385137501286538, 7.136496464611085, 14.317526556719258, 8.740387444736633, 4.51351666838205, 9.901487006738307, 9.0270333367641, 7.569397566060481, 7.312732791431452, 12.666024736934256, 65.49461066540333, 15.347615963921077, 19.83509564693766, 8.667244841319219, 15.306079714651624, 8.444016491289505, 28.14169498849121, 15.26443044094783, 4.918490759365935, 3.385137501286538, 8.51907589177983, 14.755472278097805, 16.66031874701878, 27.33846397952051, 13.446189622059965, 9.507891862878783, 5.4115163798060095, 3.5682482323055424, 30.19336870954244, 17.625846048215095, 40.370120352322566, 6.076507779746499, 46.414666967370295, 17.334489682638438, 16.96325844612841, 4.51351666838205, 5.527906391541368, 13.159049284959082, 53.23749831256604, 6.6755811781245455, 17.407785949022028, 61.81417211085354, 19.04923279949934, 32.78130832893156, 9.965574970333758, 56.23812789489124, 10.341765891652821, 34.44792091974742, 7.898654169668588, 3.385137501286538, 9.0270333367641, 10.764051215546116, 14.317526556719258, 10.02925341359355, 27.245158369526866, 1.1283791670955126, 11.227230955528665, 7.735777827895049, 2.763953195770684, 1.1283791670955126]"
SEM_013,345,429,129,74129,16.25,21.62,1.13,214.28,0.50,0.50,1.64,0.60,1.02,1.27,0.35,0.21,0.50,0.20,1.84,"[214.27620311806606, 21.200319792199185, 10.998079684646791, 2.985410660720923, 5.046265044040321, 1.9544100476116797, 30.798757455905527, 13.911592676604096, 4.370193722368317, 18.948708441878455, 2.5231325220201604, 4.787307364817192, 12.412170838050638, 10.823032759612019, 8.136857890256438, 42.084156243491584, 41.88703967392604, 8.291859587312052, 13.061933202803933, 2.256758334191025, 5.046265044040321, 1.9544100476116797, 7.569397566060481, 5.970821321441846, 8.058239062071396, 9.901487006738307, 9.83698151873187, 58.16354073095385, 28.299605538565682, 1.5957691216057308, 29.467768315727287, 6.579524642479541, 1.5957691216057308, 15.877702285203682, 3.742410318509555, 17.297725082009, 5.863230142835039, 3.1915382432114616, 7.817640190446719, 19.015783725757565, 9.640875829802336, 2.256758334191025, 2.256758334191025, 14.884343478431232, 7.735777827895049, 9.23618154310838, 8.214724333230155, 6.4820448144285745, 10.155412503859614, 31.433006326383836, 20.0585068271871, 10.280023453913834, 31.14817062185505, 14.138550439257221, 2.763953195770684, 7.046725639945928, 13.63425735166143, 2.256758334191025, 1.1283791670955126, 32.48869930584249, 2.763953195770684, 10.881694613449236, 13.81976597885342, 7.735777827895049, 18.948708441878455, 7.569397566060481, 7.735777827895049, 43.247992915463186, 4.918490759365935, 7.817640190446719, 24.54062559633988, 14.093451279891855, 17.769732893161912, 11.67204486311899, 13.446189622059965, 11.67204486311899, 4.370193722368317, 20.466944330257718, 13.493452297211721, 16.73656774376801, 38.810338589372, 11.888212206450685, 4.222008245644752, 7.817640190446719, 27.500987065425246, 25.079480359432697, 50.664098947737024, 19.511499785403828, 6.282549314314218, 14.538148590038452, 18.29923496393627, 2.985410660720923, 8.740387444736633, 17.371176474327626, 16.545286401814263, 26.462837142006137, 30.319613310508885, 51.745751154834416, 1.1283791670955126, 56.95800523179507, 15.012108426804138, 22.42609239636699, 33.12902786925252, 2.763953195770684, 5.753627391751592, 12.100518486599809, 2.256758334191025, 35.088782249586586, 13.86575534383214, 10.585134856802455, 7.399277020331919, 25.879026267050612, 20.775663783985824, 5.4115163798060095, 37.77964438223469, 28.61281229213077, 4.068428945128219, 23.06976657227589, 44.68153540496046, 13.110581167104948, 31.127725479762553, 3.742410318509555, 9.0270333367641, 9.706684619910241, 4.918490759365935, 3.385137501286538, 2.256758334191025, 2.256758334191025, 1.1283791670955126]"
SEM_014,653,853,420,319789,7.78,30.15,1.13,612.59,0.43,0.57,2.47,11.16,1.71,4.77,0.47,0.27,0.57,0.17,1.86,"[612.5851922632883, 6.770275002573076, 3.5682482323055424, 12.100518486599809, 6.955796338302048, 20.7449985808745, 4.652426491681278, 3.742410318509555, 3.742410318509555, 2.256758334191025, 4.51351666838205, 12.463355264843006, 12.815923738491737, 6.6755811781245455, 4.222008245644752, 5.527906391541368, 6.955796338302048, 2.256758334191025, 2.763953195770684, 1.5957691216057308, 1.5957691216057308, 29.40288507740653, 1.5957691216057308, 1.5957691216057308, 1.5957691216057308, 1.1283791670955126, 7.735777827895049, 3.1915382432114616, 3.1915382432114616, 3.385137501286538, 2.256758334191025, 3.1915382432114616, 26.821266613927218, 1.1283791670955126, 1.9544100476116797, 2.256758334191025, 28.723844188903154, 5.170882945826411, 3.5682482323055424, 5.527906391541368, 2.5231325220201604, 1.5957691216057308, 8.812923024107548, 4.370193722368317, 1.5957691216057308, 3.1915382432114616, 2.985410660720923, 1.5957691216057308, 4.51351666838205, 3.742410318509555, 1.9544100476116797, 5.170882945826411, 23.06976657227589, 1.1283791670955126, 9.772050238058398, 9.640875829802336, 14.841510746523857, 3.385137501286538, 2.5231325220201604, 5.292567428401227, 6.383076486422923, 2.256758334191025, 9.23618154310838, 1.1283791670955126, 4.222008245644752, 1.1283791670955126, 1.5957691216057308, 3.1915382432114616, 1.9544100476116797, 2.763953195770684, 2.5231325220201604, 3.1915382432114616, 1.5957691216057308, 4.652426491681278, 1.9544100476116797, 2.256758334191025, 1.9544100476116797, 12.153015559492998, 2.256758334191025, 1.1283791670955126, 3.742410318509555, 1.9544100476116797, 3.742410318509555, 3.9088200952233594, 4.068428945128219, 9.373021315815206, 1.9544100476116797, 7.817640190446719, 2.256758334191025, 7.735777827895049, 4.652426491681278, 1.1283791670955126, 1.9544100476116797, 5.527906391541368, 2.5231325220201604, 1.1283791670955126, 2.256758334191025, 16.195287778099022, 4.222008245644752, 8.667244841319219, 19.413369239820483, 1.1283791670955126, 5.170882945826411, 1.1283791670955126, 5.4115163798060095, 29.98177977677484, 3.1915382432114616, 7.48482063701911, 2.985410660720923, 1.5957691216057308, 4.370193722368317, 6.579524642479541, 4.51351666838205, 2.256758334191025, 1.9544100476116797, 4.918490759365935, 2.5231325220201604, 5.046265044040321, 2.256758334191025, 9.09728368293446, 2.985410660720923, 5.170882945826411, 9.166995688475081, 6.180387232371033, 2.256758334191025, 4.370193722368317, 3.742410318509555, 4.652426491681278, 1.1283791670955126, 13.680870333281758, 2.763953195770684, 9.304852983362556, 2.985410660720923, 4.51351666838205, 6.955796338302048, 7.136496464611085, 1.9544100476116797, 1.9544100476116797, 1.9544100476116797, 1.9544100476116797, 6.076507779746499, 1.1283791670955126, 4.918490759365935, 4.787307364817192, 12.257335203001883, 6.955796338302048, 2.256758334191025, 4.652426491681278, 5.970821321441846, 2.985410660720923, 10.092530088080641, 2.5231325220201604, 1.5957691216057308, 1.9544100476116797, 5.4115163798060095, 6.579524642479541, 5.863230142835039, 3.385137501286538, 4.918490759365935, 9.373021315815206, 5.046265044040321, 3.9088200952233594, 21.909160375631842, 10.881694613449236, 1.9544100476116797, 1.5957691216057308, 1.5957691216057308, 23.74963406702674, 4.222008245644752, 2.763953195770684, 7.817640190446719, 2.5231325220201604, 3.385137501286538, 1.5957691216057308, 2.763953195770684, 5.863230142835039, 2.256758334191025, 4.370193722368317, 7.735777827895049, 3.1915382432114616, 3.385137501286538, 2.256758334191025, 1.5957691216057308, 4.787307364817192, 5.292567428401227, 3.385137501286538, 3.385137501286538, 2.763953195770684, 15.430353037616328, 6.076507779746499, 3.9088200952233594, 1.9544100476116797, 2.985410660720923, 4.918490759365935, 2.5231325220201604, 21.557653718072718, 8.136857890256438, 4.222008245644752, 1.5957691216057308, 5.641895835477563, 2.763953195770684, 17.112717355495807, 2.5231325220201604, 5.641895835477563, 2.5231325220201604, 3.9088200952233594, 2.5231325220201604, 5.046265044040321, 8.593479713983122, 17.075475271404667, 1.5957691216057308, 6.579524642479541, 8.884866446580956, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 26.86869594648831, 3.5682482323055424, 1.9544100476116797, 11.507254783503184, 3.385137501286538, 21.320096563347295, 3.742410318509555, 3.742410318509555, 2.763953195770684, 3.1915382432114616, 3.742410318509555, 2.5231325220201604, 4.068428945128219, 2.256758334191025, 4.787307364817192, 2.985410660720923, 2.763953195770684, 12.6156626101008, 2.256758334191025, 1.1283791670955126, 8.667244841319219, 2.985410660720923, 13.351162356249091, 16.195287778099022, 5.170882945826411, 8.812923024107548, 15.797308339337176, 4.068428945128219, 2.256758334191025, 1.1283791670955126, 2.256758334191025, 2.985410660720923, 6.076507779746499, 4.222008245644752, 1.5957691216057308, 5.170882945826411, 9.507891862878783, 24.926710529686012, 5.046265044040321, 2.985410660720923, 5.046265044040321, 2.256758334191025, 3.1915382432114616, 21.938198374294355, 4.370193722368317, 7.225151993843567, 1.5957691216057308, 6.579524642479541, 6.282549314314218, 2.256758334191025, 3.1915382432114616, 3.742410318509555, 6.282549314314218, 1.1283791670955126, 8.884866446580956, 3.742410318509555, 4.068428945128219, 1.5957691216057308, 7.653039857325812, 4.370193722368317, 4.51351666838205, 3.742410318509555, 7.569397566060481, 1.5957691216057308, 2.256758334191025, 4.222008245644752, 10.464157913908982, 1.1283791670955126, 1.1283791670955126, 6.579524642479541, 3.385137501286538, 17.44431859350499, 1.1283791670955126, 14.927053303604616, 4.222008245644752, 29.854106607209232, 4.222008245644752, 3.385137501286538, 8.593479713983122, 1.1283791670955126, 1.1283791670955126, 16.88803298257901, 4.222008245644752, 2.763953195770684, 2.763953195770684, 10.645107772184812, 1.5957691216057308, 9.83698151873187, 7.735777827895049, 1.1283791670955126, 5.170882945826411, 5.292567428401227, 9.23618154310838, 2.5231325220201604, 9.166995688475081, 4.918490759365935, 13.061933202803933, 4.068428945128219, 1.1283791670955126, 2.763953195770684, 3.1915382432114616, 10.092530088080641, 8.291859587312052, 4.652426491681278, 1.5957691216057308, 5.170882945826411, 22.511093682995384, 4.222008245644752, 5.046265044040321, 5.292567428401227, 3.1915382432114616, 5.863230142835039, 1.5957691216057308, 5.753627391751592, 3.385137501286538, 5.753627391751592, 1.5957691216057308, 5.970821321441846, 8.444016491289505, 3.1915382432114616, 14.927053303604616, 9.304852983362556, 6.4820448144285745, 3.742410318509555, 20.56004690782767, 25.30690599424961, 21.498510523728477, 5.170882945826411, 3.1915382432114616, 6.579524642479541, 4.787307364817192, 5.170882945826411, 4.068428945128219, 6.863662517577698, 1.5957691216057308, 4.222008245644752, 5.527906391541368, 9.901487006738307, 3.1915382432114616, 3.385137501286538, 12.047792665040703, 1.1283791670955126, 1.1283791670955126, 14.183506197980657, 5.292567428401227, 11.562445770562215, 3.9088200952233594, 1.1283791670955126, 1.5957691216057308, 4.652426491681278, 3.5682482323055424, 2.5231325220201604, 10.155412503859614, 1.1283791670955126, 3.385137501286538, 4.918490759365935, 8.058239062071396, 7.817640190446719, 8.058239062071396, 8.214724333230155, 7.978845608028654, 7.48482063701911, 7.735777827895049, 7.48482063701911, 7.569397566060481, 7.48482063701911, 7.312732791431452, 17.000746355818674, 21.996159369293583, 22.111625566165472, 21.646065519224038, 18.089294154193436, 6.579524642479541, 4.787307364817192, 5.753627391751592, 16.50676414605009, 15.716503163191918, 15.957691216057308, 14.927053303604616, 14.138550439257221, 18.948708441878455, 11.888212206450685, 12.100518486599809, 9.440697438826296, 9.507891862878783, 2.985410660720923, 11.941642642883693, 10.155412503859614, 10.217907939900583, 7.48482063701911, 10.940041919714261, 3.1915382432114616, 7.48482063701911, 1.5957691216057308, 4.918490759365935, 4.918490759365935, 3.9088200952233594, 6.955796338302048, 6.770275002573076, 6.282549314314218, 6.180387232371033, 6.282549314314218, 6.076507779746499, 49.81509683508437]"
SEM_015,501,407,6449,64063,1.87,3.03,1.13,168.12,0.69,0.31,1.16,1.01,0.67,1.39,0.33,0.43,0.31,0.40,1.88,
SEM_016,544,462,2,250404,305.53,257.03,48.51,562.56,0.00,1.00,60.23,59.06,0.41,0.38,0.57,0.43,1.00,0.05,1.49,"[562.5578443868623, 48.50718172261279]"
SEM_017,812,392,109,189287,17.74,43.55,1.13,406.70,0.41,0.59,2.02,1.34,1.46,3.76,0.46,0.26,0.59,0.07,1.79,"[406.69890924055295, 11.888212206450685, 1.1283791670955126, 5.170882945826411, 6.180387232371033, 6.383076486422923, 34.03891869182977, 115.75102474383593, 1.1283791670955126, 3.9088200952233594, 15.222667215103916, 5.863230142835039, 7.136496464611085, 29.811427376513585, 1.1283791670955126, 5.527906391541368, 9.640875829802336, 4.918490759365935, 3.9088200952233594, 6.076507779746499, 5.970821321441846, 55.232978818686306, 15.797308339337176, 2.256758334191025, 53.89118111102137, 7.735777827895049, 1.5957691216057308, 18.12445316531431, 10.217907939900583, 9.640875829802336, 5.863230142835039, 13.58748446131949, 83.2557270194563, 43.18907191682884, 2.985410660720923, 46.5379465124377, 4.370193722368317, 1.5957691216057308, 14.841510746523857, 18.948708441878455, 3.385137501286538, 114.68463060547491, 9.507891862878783, 1.1283791670955126, 1.1283791670955126, 5.641895835477563, 1.9544100476116797, 10.341765891652821, 9.373021315815206, 9.574614729634384, 5.753627391751592, 9.507891862878783, 33.813741454801715, 15.012108426804138, 8.291859587312052, 57.59157068560553, 5.170882945826411, 4.222008245644752, 10.280023453913834, 4.652426491681278, 105.32680643253869, 11.11324596323283, 1.9544100476116797, 2.256758334191025, 1.5957691216057308, 11.11324596323283, 4.370193722368317, 2.256758334191025, 2.763953195770684, 2.5231325220201604, 3.1915382432114616, 3.5682482323055424, 4.068428945128219, 1.5957691216057308, 1.5957691216057308, 67.71215253255004, 4.51351666838205, 40.1011414426137, 3.9088200952233594, 2.5231325220201604, 2.256758334191025, 28.54598585844434, 2.985410660720923, 31.270560761786875, 38.11517178949638, 2.256758334191025, 2.985410660720923, 3.385137501286538, 1.9544100476116797, 7.312732791431452, 4.222008245644752, 2.763953195770684, 2.763953195770684, 3.742410318509555, 2.5231325220201604, 20.590987552733093, 5.863230142835039, 10.524820207108489, 10.881694613449236, 3.5682482323055424, 10.280023453913834, 7.046725639945928, 2.763953195770684, 3.9088200952233594, 4.918490759365935, 6.4820448144285745, 10.155412503859614, 2.256758334191025, 1.5957691216057308]"
SEM_018,816,571,1,464866,769.34,0.00,769.34,769.34,0.00,1.00,1.43,0.00,0.76,0.00,0.30,0.00,1.00,0.12,1.82,[769.3411299305765]
SEM_019,194,166,8,27818,26.06,61.22,1.13,187.97,0.14,0.86,1.57,0.94,0.45,0.53,0.47,0.39,0.86,0.20,1.84,"[187.97252619982928, 3.9088200952233594, 5.753627391751592, 1.5957691216057308, 1.1283791670955126, 5.4115163798060095, 1.1283791670955126, 1.5957691216057308]"
SEM_020,604,444,1,268176,584.34,0.00,584.34,584.34,0.00,1.00,1.36,0.00,0.77,0.00,0.26,0.00,1.00,0.21,1.96,[584.339189297532]
SEM_021,516,340,1,175033,472.08,0.00,472.08,472.08,0.00,1.00,1.52,0.00,0.67,0.00,0.34,0.00,1.00,0.19,1.88,[472.07937598843455]
SEM_022,488,364,1,177632,475.57,0.00,475.57,475.57,0.00,1.00,1.34,0.00,0.77,0.00,0.25,0.00,1.00,0.12,1.75,[475.57132673280086]
SEM_023,402,392,49,86202,23.16,41.27,1.13,148.35,0.45,0.55,6.69,31.74,1.69,5.33,0.47,0.32,0.55,0.04,1.80,"[136.30521426847727, 76.53039857325813, 81.50147670369749, 148.35075170267015, 31.594616678674353, 126.156626101008, 1.1283791670955126, 1.5957691216057308, 2.763953195770684, 1.1283791670955126, 1.1283791670955126, 1.1283791670955126, 109.47604228593619, 3.742410318509555, 20.279456919490165, 1.9544100476116797, 4.068428945128219, 2.5231325220201604, 11.283791670955125, 43.54140193092842, 3.1915382432114616, 4.652426491681278, 14.884343478431232, 1.5957691216057308, 16.88803298257901, 66.32527894445667, 141.3044321333794, 4.222008245644752, 6.180387232371033, 3.1915382432114616, 5.292567428401227, 2.5231325220201604, 1.1283791670955126, 8.667244841319219, 1.1283791670955126, 2.5231325220201604, 1.5957691216057308, 2.763953195770684, 5.863230142835039, 1.1283791670955126, 4.370193722368317, 2.985410660720923, 3.9088200952233594, 3.9088200952233594, 5.4115163798060095, 3.385137501286538, 2.5231325220201604, 5.970821321441846, 1.1283791670955126]"
SEM_024,499,346,3,15675,78.84,20.89,58.63,107.62,0.91,0.09,1.95,0.81,0.72,0.10,0.38,0.26,0.09,0.01,1.44,"[58.632301428350395, 107.61685229977246, 70.27728078139972]"
SEM_025,1055,322,449,241375,7.09,25.18,1.13,518.42,0.29,0.71,2.16,3.80,1.64,4.32,0.45,0.28,0.71,0.15,1.89,"[518.4162450219883, 34.79728160421644, 20.958712816717327, 1.5957691216057308, 2.763953195770684, 23.014509567006368, 1.1283791670955126, 20.897874625046462, 3.385137501286538, 38.875896640471694, 49.955475252277594, 2.985410660720923, 2.256758334191025, 3.9088200952233594, 5.292567428401227, 5.4115163798060095, 2.256758334191025, 1.5957691216057308, 1.9544100476116797, 2.256758334191025, 12.865501965161373, 1.5957691216057308, 3.1915382432114616, 2.256758334191025, 1.9544100476116797, 5.641895835477563, 4.51351666838205, 1.1283791670955126, 6.383076486422923, 1.1283791670955126, 1.9544100476116797, 13.773623058786647, 1.5957691216057308, 6.282549314314218, 4.51351666838205, 2.763953195770684, 4.652426491681278, 36.52882482208332, 1.9544100476116797, 11.396070970426017, 1.1283791670955126, 2.256758334191025, 2.5231325220201604, 3.1915382432114616, 7.978845608028654, 32.60605802383755, 1.9544100476116797, 6.282549314314218, 6.076507779746499, 37.66150359232848, 1.1283791670955126, 3.742410318509555, 1.1283791670955126, 4.787307364817192, 10.403141895720198, 1.5957691216057308, 3.1915382432114616, 2.763953195770684, 11.055812783082736, 12.514330345744634, 1.5957691216057308, 2.5231325220201604, 7.898654169668588, 1.1283791670955126, 5.4115163798060095, 1.1283791670955126, 11.726460285670077, 2.763953195770684, 1.1283791670955126, 1.5957691216057308, 1.5957691216057308, 19.149229459268767, 1.1283791670955126, 7.569397566060481, 2.5231325220201604, 2.256758334191025, 2.985410660720923, 6.383076486422923, 11.67204486311899, 2.763953195770684, 2.5231325220201604, 3.385137501286538, 1.1283791670955126, 5.641895835477563, 3.742410318509555, 3.742410318509555, 7.735777827895049, 2.5231325220201604, 5.046265044040321, 19.04923279949934, 3.5682482323055424, 8.136857890256438, 6.770275002573076, 2.256758334191025, 24.04268606686374, 1.1283791670955126, 4.652426491681278, 2.5231325220201604, 1.1283791670955126, 5.4115163798060095, 10.585134856802455, 3.5682482323055424, 5.970821321441846, 17.94796937867892, 1.1283791670955126, 7.312732791431452, 4.068428945128219, 6.4820448144285745, 1.5957691216057308, 1.1283791670955126, 9.574614729634384, 7.312732791431452, 5.170882945826411, 9.373021315815206, 7.136496464611085, 1.5957691216057308, 3.9088200952233594, 2.763953195770684, 4.222008245644752, 10.524820207108489, 25.903614421069328, 1.5957691216057308, 8.444016491289505, 8.368283871884005, 60.26009609670967, 7.312732791431452, 1.1283791670955126, 11.451797811161432, 5.046265044040321, 3.385137501286538, 5.970821321441846, 3.385137501286538, 1.9544100476116797, 10.645107772184812, 1.1283791670955126, 1.9544100476116797, 3.1915382432114616, 3.1915382432114616, 1.1283791670955126, 2.256758334191025, 10.092530088080641, 1.9544100476116797, 7.046725639945928, 2.256758334191025, 4.222008245644752, 3.5682482323055424, 9.09728368293446, 3.9088200952233594, 1.5957691216057308, 16.88803298257901, 10.217907939900583, 3.385137501286538, 3.385137501286538, 10.998079684646791, 2.5231325220201604, 1.9544100476116797, 7.735777827895049, 4.787307364817192, 3.742410318509555, 3.1915382432114616, 1.9544100476116797, 5.170882945826411, 10.998079684646791, 27.685559519911603, 3.9088200952233594, 10.280023453913834, 3.385137501286538, 1.1283791670955126, 5.970821321441846, 5.641895835477563, 3.9088200952233594, 6.076507779746499, 1.1283791670955126, 1.1283791670955126, 1.5957691216057308, 1.1283791670955126, 2.256758334191025, 1.5957691216057308, 6.6755811781245455, 6.4820448144285745, 1.5957691216057308, 3.5682482323055424, 1.5957691216057308, 3.385137501286538, 2.985410660720923, 2.256758334191025, 3.1915382432114616, 28.479002615897535, 6.383076486422923, 3.1915382432114616, 8.740387444736633, 1.1283791670955126, 2.763953195770684, 2.5231325220201604, 2.985410660720923, 2.763953195770684, 7.225151993843567, 3.1915382432114616, 5.970821321441846, 37.3048364477789, 10.280023453913834, 4.222008245644752, 6.180387232371033, 2.985410660720923, 1.1283791670955126, 11.451797811161432, 6.076507779746499, 11.055812783082736, 3.385137501286538, 1.5957691216057308, 2.763953195770684, 5.641895835477563, 2.5231325220201604, 5.170882945826411, 1.5957691216057308, 6.6755811781245455, 5.046265044040321, 1.9544100476116797, 1.9544100476116797, 3.1915382432114616, 4.787307364817192, 6.383076486422923, 2.256758334191025, 5.970821321441846, 5.046265044040321, 6.180387232371033, 6.6755811781245455, 2.763953195770684, 1.1283791670955126, 1.9544100476116797, 6.579524642479541, 4.918490759365935, 2.256758334191025, 4.370193722368317, 7.046725639945928, 10.823032759612019, 1.1283791670955126, 1.5957691216057308, 1.5957691216057308, 2.256758334191025, 14.002817212590296, 2.763953195770684, 3.1915382432114616, 6.770275002573076, 2.985410660720923, 5.4115163798060095, 10.524820207108489, 1.1283791670955126, 7.225151993843567, 6.180387232371033, 1.1283791670955126, 1.1283791670955126, 2.5231325220201604, 3.385137501286538, 5.4115163798060095, 6.180387232371033, 14.183506197980657, 3.1915382432114616, 7.136496464611085, 7.312732791431452, 8.593479713983122, 1.9544100476116797, 1.9544100476116797, 1.1283791670955126, 3.385137501286538, 3.5682482323055424, 1.5957691216057308, 13.446189622059965, 2.985410660720923, 3.5682482323055424, 44.79537389622523, 7.898654169668588, 5.4115163798060095, 3.742410318509555, 21.70480664627101, 40.370120352322566, 1.1283791670955126, 2.256758334191025, 1.5957691216057308, 4.222008245644752, 6.579524642479541, 9.640875829802336, 3.9088200952233594, 7.898654169668588, 1.5957691216057308, 1.1283791670955126, 6.955796338302048, 3.9088200952233594, 10.998079684646791, 4.51351666838205, 6.180387232371033, 1.1283791670955126, 2.256758334191025, 2.256758334191025, 7.225151993843567, 6.180387232371033, 17.733870630789692, 5.863230142835039, 7.399277020331919, 5.292567428401227, 6.180387232371033, 1.1283791670955126, 3.9088200952233594, 3.9088200952233594, 1.9544100476116797, 3.742410318509555, 1.9544100476116797, 9.09728368293446, 5.4115163798060095, 6.579524642479541, 2.5231325220201604, 29.185565874723483, 2.5231325220201604, 23.722813466638858, 7.569397566060481, 2.256758334191025, 4.51351666838205, 1.5957691216057308, 2.985410660720923, 2.985410660720923, 10.940041919714261, 4.918490759365935, 6.863662517577698, 2.256758334191025, 2.763953195770684, 4.51351666838205, 6.383076486422923, 1.1283791670955126, 2.5231325220201604, 6.4820448144285745, 1.1283791670955126, 2.763953195770684, 6.180387232371033, 29.575590733458846, 3.1915382432114616, 5.4115163798060095, 1.1283791670955126, 1.1283791670955126, 1.9544100476116797, 3.1915382432114616, 10.341765891652821, 9.440697438826296, 4.370193722368317, 7.48482063701911, 1.1283791670955126, 2.985410660720923, 1.5957691216057308, 2.763953195770684, 2.985410660720923, 5.970821321441846, 1.1283791670955126, 2.256758334191025, 4.652426491681278, 3.742410318509555, 5.170882945826411, 14.093451279891855, 1.5957691216057308, 3.9088200952233594, 1.1283791670955126, 2.5231325220201604, 5.641895835477563, 2.763953195770684, 1.5957691216057308, 2.5231325220201604, 4.370193722368317, 4.51351666838205, 2.256758334191025, 1.1283791670955126, 2.256758334191025, 3.1915382432114616, 5.046265044040321, 1.1283791670955126, 4.068428945128219, 8.740387444736633, 5.170882945826411, 2.5231325220201604, 12.565098628628435, 7.312732791431452, 3.5682482323055424, 14.048207338801282, 4.787307364817192, 3.385137501286538, 9.373021315815206, 7.653039857325812, 2.763953195770684, 2.985410660720923, 1.9544100476116797, 6.6755811781245455, 4.652426491681278, 9.640875829802336, 9.09728368293446, 7.312732791431452, 4.068428945128219, 5.046265044040321, 1.9544100476116797, 8.214724333230155, 2.256758334191025, 3.385137501286538, 2.763953195770684, 9.772050238058398, 7.653039857325812, 2.256758334191025, 1.1283791670955126, 3.1915382432114616, 7.136496464611085, 5.292567428401227, 7.312732791431452, 4.652426491681278, 13.398760233979036, 7.817640190446719, 1.9544100476116797, 7.653039857325812, 4.787307364817192, 4.51351666838205, 5.527906391541368, 6.282549314314218, 6.180387232371033, 2.763953195770684, 4.370193722368317, 2.256758334191025, 3.5682482323055424, 2.5231325220201604, 8.058239062071396, 1.1283791670955126, 7.569397566060481, 2.256758334191025, 2.5231325220201604, 4.370193722368317, 5.292567428401227, 5.292567428401227, 4.222008245644752, 6.282549314314218, 6.383076486422923, 3.9088200952233594, 1.1283791670955126, 3.1915382432114616, 5.863230142835039, 2.256758334191025, 2.763953195770684, 2.256758334191025, 2.256758334191025, 2.5231325220201604, 1.9544100476116797, 1.5957691216057308, 1.5957691216057308, 1.5957691216057308, 1.9544100476116797, 1.5957691216057308, 1.1283791670955126]"
